#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 1 Hour Interplantary OMNI data
#     DATA_TYPE                       H0>Definitive Hourly
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            Hourly averaged definitive multispacecraft interplanetary parameters data
#                                     OMNI Data Documentation: https://omniweb.gsfc.nasa.gov/html/ow_data.html
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow.h
#                                     COHOWeb-formatted OMNI_M merged magnetic field and plasma data http://cohoweb.gsfc.nasa.gov/           
#                                     Recent OMNI 1-HR Updates News: https://omniweb.gsfc.nasa.gov/html/ow_news.html
#     MODS                            created August 2003;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni2_h0_mrg1hr_00000000_v01
#     PI_NAME                         J.H. King, N. Papitashvili
#     PI_AFFILIATION                  ADNET, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Particles (space)
#                                     Electric Fields (space)
#                                     Activity Indices
#     GENERATED_BY                    King/Papitashvili
#     TIME_RESOLUTION                 1 hour
#     LOGICAL_SOURCE                  omni2_h0_mrg1hr
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, Hourly IMF and Plasma Data, and Energetic Proton                            
#     LOGICAL_SOURCE_DESCRIPTION       Fluxes, Time-Shifted to the Nose of the Earth's Bow Shock, plus Solar and Magnetic                    
#                                      Indices                                                                                               
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     COHOWeb-formatted OMNI_M merged magnetic field and plasma data
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/ow_data.html
#                                     https://omniweb.gsfc.nasa.gov/ow.html
#                                     http://cohoweb.gsfc.nasa.gov/
#                                     https://omniweb.gsfc.nasa.gov/html/ow_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-Particles_mrg1hr_1hour_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT1H
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time_at_center_of_hour
#  2. Daily sunspot number V2, from  http://sidc.oma.be/silso/datafiles/ (1963/001-2018/151)
#
TIME_AT_CENTER_OF_HOUR  DAILY_SUNSPOT_NO
24-02-2007 09:30:00.000               14
24-02-2007 10:30:00.000               14
24-02-2007 11:30:00.000               14
24-02-2007 12:30:00.000               14
24-02-2007 13:30:00.000               14
24-02-2007 14:30:00.000               14
24-02-2007 15:30:00.000               14
24-02-2007 16:30:00.000               14
24-02-2007 17:30:00.000               14
24-02-2007 18:30:00.000               14
24-02-2007 19:30:00.000               14
24-02-2007 20:30:00.000               14
24-02-2007 21:30:00.000               14
24-02-2007 22:30:00.000               14
24-02-2007 23:30:00.000               14
25-02-2007 00:30:00.000               14
25-02-2007 01:30:00.000               14
25-02-2007 02:30:00.000               14
25-02-2007 03:30:00.000               14
25-02-2007 04:30:00.000               14
25-02-2007 05:30:00.000               14
25-02-2007 06:30:00.000               14
25-02-2007 07:30:00.000               14
25-02-2007 08:30:00.000               14
25-02-2007 09:30:00.000               14
25-02-2007 10:30:00.000               14
25-02-2007 11:30:00.000               14
25-02-2007 12:30:00.000               14
25-02-2007 13:30:00.000               14
25-02-2007 14:30:00.000               14
25-02-2007 15:30:00.000               14
25-02-2007 16:30:00.000               14
25-02-2007 17:30:00.000               14
25-02-2007 18:30:00.000               14
25-02-2007 19:30:00.000               14
25-02-2007 20:30:00.000               14
25-02-2007 21:30:00.000               14
25-02-2007 22:30:00.000               14
25-02-2007 23:30:00.000               14
26-02-2007 00:30:00.000               26
26-02-2007 01:30:00.000               26
26-02-2007 02:30:00.000               26
26-02-2007 03:30:00.000               26
26-02-2007 04:30:00.000               26
26-02-2007 05:30:00.000               26
26-02-2007 06:30:00.000               26
26-02-2007 07:30:00.000               26
26-02-2007 08:30:00.000               26
26-02-2007 09:30:00.000               26
26-02-2007 10:30:00.000               26
26-02-2007 11:30:00.000               26
26-02-2007 12:30:00.000               26
26-02-2007 13:30:00.000               26
26-02-2007 14:30:00.000               26
26-02-2007 15:30:00.000               26
26-02-2007 16:30:00.000               26
26-02-2007 17:30:00.000               26
26-02-2007 18:30:00.000               26
26-02-2007 19:30:00.000               26
26-02-2007 20:30:00.000               26
26-02-2007 21:30:00.000               26
26-02-2007 22:30:00.000               26
26-02-2007 23:30:00.000               26
27-02-2007 00:30:00.000               26
27-02-2007 01:30:00.000               26
27-02-2007 02:30:00.000               26
27-02-2007 03:30:00.000               26
27-02-2007 04:30:00.000               26
27-02-2007 05:30:00.000               26
27-02-2007 06:30:00.000               26
27-02-2007 07:30:00.000               26
27-02-2007 08:30:00.000               26
27-02-2007 09:30:00.000               26
27-02-2007 10:30:00.000               26
27-02-2007 11:30:00.000               26
27-02-2007 12:30:00.000               26
27-02-2007 13:30:00.000               26
27-02-2007 14:30:00.000               26
27-02-2007 15:30:00.000               26
27-02-2007 16:30:00.000               26
27-02-2007 17:30:00.000               26
27-02-2007 18:30:00.000               26
27-02-2007 19:30:00.000               26
27-02-2007 20:30:00.000               26
27-02-2007 21:30:00.000               26
27-02-2007 22:30:00.000               26
27-02-2007 23:30:00.000               26
28-02-2007 00:30:00.000               14
28-02-2007 01:30:00.000               14
28-02-2007 02:30:00.000               14
28-02-2007 03:30:00.000               14
28-02-2007 04:30:00.000               14
28-02-2007 05:30:00.000               14
28-02-2007 06:30:00.000               14
28-02-2007 07:30:00.000               14
28-02-2007 08:30:00.000               14
28-02-2007 09:30:00.000               14
28-02-2007 10:30:00.000               14
28-02-2007 11:30:00.000               14
28-02-2007 12:30:00.000               14
28-02-2007 13:30:00.000               14
28-02-2007 14:30:00.000               14
28-02-2007 15:30:00.000               14
28-02-2007 16:30:00.000               14
28-02-2007 17:30:00.000               14
28-02-2007 18:30:00.000               14
28-02-2007 19:30:00.000               14
28-02-2007 20:30:00.000               14
28-02-2007 21:30:00.000               14
28-02-2007 22:30:00.000               14
28-02-2007 23:30:00.000               14
01-03-2007 00:30:00.000               11
01-03-2007 01:30:00.000               11
01-03-2007 02:30:00.000               11
01-03-2007 03:30:00.000               11
01-03-2007 04:30:00.000               11
01-03-2007 05:30:00.000               11
01-03-2007 06:30:00.000               11
01-03-2007 07:30:00.000               11
01-03-2007 08:30:00.000               11
01-03-2007 09:30:00.000               11
01-03-2007 10:30:00.000               11
01-03-2007 11:30:00.000               11
01-03-2007 12:30:00.000               11
01-03-2007 13:30:00.000               11
01-03-2007 14:30:00.000               11
01-03-2007 15:30:00.000               11
01-03-2007 16:30:00.000               11
01-03-2007 17:30:00.000               11
01-03-2007 18:30:00.000               11
01-03-2007 19:30:00.000               11
01-03-2007 20:30:00.000               11
01-03-2007 21:30:00.000               11
01-03-2007 22:30:00.000               11
01-03-2007 23:30:00.000               11
02-03-2007 00:30:00.000               11
02-03-2007 01:30:00.000               11
02-03-2007 02:30:00.000               11
02-03-2007 03:30:00.000               11
02-03-2007 04:30:00.000               11
02-03-2007 05:30:00.000               11
02-03-2007 06:30:00.000               11
02-03-2007 07:30:00.000               11
02-03-2007 08:30:00.000               11
02-03-2007 09:30:00.000               11
02-03-2007 10:30:00.000               11
02-03-2007 11:30:00.000               11
02-03-2007 12:30:00.000               11
02-03-2007 13:30:00.000               11
02-03-2007 14:30:00.000               11
02-03-2007 15:30:00.000               11
02-03-2007 16:30:00.000               11
02-03-2007 17:30:00.000               11
02-03-2007 18:30:00.000               11
02-03-2007 19:30:00.000               11
02-03-2007 20:30:00.000               11
02-03-2007 21:30:00.000               11
02-03-2007 22:30:00.000               11
02-03-2007 23:30:00.000               11
03-03-2007 00:30:00.000               11
03-03-2007 01:30:00.000               11
03-03-2007 02:30:00.000               11
03-03-2007 03:30:00.000               11
03-03-2007 04:30:00.000               11
03-03-2007 05:30:00.000               11
03-03-2007 06:30:00.000               11
03-03-2007 07:30:00.000               11
03-03-2007 08:30:00.000               11
03-03-2007 09:30:00.000               11
03-03-2007 10:30:00.000               11
03-03-2007 11:30:00.000               11
03-03-2007 12:30:00.000               11
03-03-2007 13:30:00.000               11
03-03-2007 14:30:00.000               11
03-03-2007 15:30:00.000               11
03-03-2007 16:30:00.000               11
03-03-2007 17:30:00.000               11
03-03-2007 18:30:00.000               11
03-03-2007 19:30:00.000               11
03-03-2007 20:30:00.000               11
03-03-2007 21:30:00.000               11
03-03-2007 22:30:00.000               11
03-03-2007 23:30:00.000               11
04-03-2007 00:30:00.000               13
04-03-2007 01:30:00.000               13
04-03-2007 02:30:00.000               13
04-03-2007 03:30:00.000               13
04-03-2007 04:30:00.000               13
04-03-2007 05:30:00.000               13
04-03-2007 06:30:00.000               13
04-03-2007 07:30:00.000               13
04-03-2007 08:30:00.000               13
04-03-2007 09:30:00.000               13
04-03-2007 10:30:00.000               13
04-03-2007 11:30:00.000               13
04-03-2007 12:30:00.000               13
04-03-2007 13:30:00.000               13
04-03-2007 14:30:00.000               13
04-03-2007 15:30:00.000               13
04-03-2007 16:30:00.000               13
04-03-2007 17:30:00.000               13
04-03-2007 18:30:00.000               13
04-03-2007 19:30:00.000               13
04-03-2007 20:30:00.000               13
04-03-2007 21:30:00.000               13
04-03-2007 22:30:00.000               13
04-03-2007 23:30:00.000               13
05-03-2007 00:30:00.000               27
05-03-2007 01:30:00.000               27
05-03-2007 02:30:00.000               27
05-03-2007 03:30:00.000               27
05-03-2007 04:30:00.000               27
05-03-2007 05:30:00.000               27
05-03-2007 06:30:00.000               27
05-03-2007 07:30:00.000               27
05-03-2007 08:30:00.000               27
05-03-2007 09:30:00.000               27
05-03-2007 10:30:00.000               27
05-03-2007 11:30:00.000               27
05-03-2007 12:30:00.000               27
05-03-2007 13:30:00.000               27
05-03-2007 14:30:00.000               27
05-03-2007 15:30:00.000               27
05-03-2007 16:30:00.000               27
05-03-2007 17:30:00.000               27
05-03-2007 18:30:00.000               27
05-03-2007 19:30:00.000               27
05-03-2007 20:30:00.000               27
05-03-2007 21:30:00.000               27
05-03-2007 22:30:00.000               27
05-03-2007 23:30:00.000               27
06-03-2007 00:30:00.000               22
06-03-2007 01:30:00.000               22
06-03-2007 02:30:00.000               22
06-03-2007 03:30:00.000               22
06-03-2007 04:30:00.000               22
06-03-2007 05:30:00.000               22
06-03-2007 06:30:00.000               22
06-03-2007 07:30:00.000               22
06-03-2007 08:30:00.000               22
06-03-2007 09:30:00.000               22
06-03-2007 10:30:00.000               22
06-03-2007 11:30:00.000               22
06-03-2007 12:30:00.000               22
06-03-2007 13:30:00.000               22
06-03-2007 14:30:00.000               22
06-03-2007 15:30:00.000               22
06-03-2007 16:30:00.000               22
06-03-2007 17:30:00.000               22
06-03-2007 18:30:00.000               22
06-03-2007 19:30:00.000               22
06-03-2007 20:30:00.000               22
06-03-2007 21:30:00.000               22
06-03-2007 22:30:00.000               22
06-03-2007 23:30:00.000               22
07-03-2007 00:30:00.000                0
07-03-2007 01:30:00.000                0
07-03-2007 02:30:00.000                0
07-03-2007 03:30:00.000                0
07-03-2007 04:30:00.000                0
07-03-2007 05:30:00.000                0
07-03-2007 06:30:00.000                0
07-03-2007 07:30:00.000                0
07-03-2007 08:30:00.000                0
07-03-2007 09:30:00.000                0
07-03-2007 10:30:00.000                0
07-03-2007 11:30:00.000                0
07-03-2007 12:30:00.000                0
07-03-2007 13:30:00.000                0
07-03-2007 14:30:00.000                0
07-03-2007 15:30:00.000                0
07-03-2007 16:30:00.000                0
07-03-2007 17:30:00.000                0
07-03-2007 18:30:00.000                0
07-03-2007 19:30:00.000                0
07-03-2007 20:30:00.000                0
07-03-2007 21:30:00.000                0
07-03-2007 22:30:00.000                0
07-03-2007 23:30:00.000                0
08-03-2007 00:30:00.000                0
08-03-2007 01:30:00.000                0
08-03-2007 02:30:00.000                0
08-03-2007 03:30:00.000                0
08-03-2007 04:30:00.000                0
08-03-2007 05:30:00.000                0
08-03-2007 06:30:00.000                0
08-03-2007 07:30:00.000                0
08-03-2007 08:30:00.000                0
08-03-2007 09:30:00.000                0
08-03-2007 10:30:00.000                0
08-03-2007 11:30:00.000                0
08-03-2007 12:30:00.000                0
08-03-2007 13:30:00.000                0
08-03-2007 14:30:00.000                0
08-03-2007 15:30:00.000                0
08-03-2007 16:30:00.000                0
08-03-2007 17:30:00.000                0
08-03-2007 18:30:00.000                0
08-03-2007 19:30:00.000                0
08-03-2007 20:30:00.000                0
08-03-2007 21:30:00.000                0
08-03-2007 22:30:00.000                0
08-03-2007 23:30:00.000                0
09-03-2007 00:30:00.000                0
09-03-2007 01:30:00.000                0
09-03-2007 02:30:00.000                0
09-03-2007 03:30:00.000                0
09-03-2007 04:30:00.000                0
09-03-2007 05:30:00.000                0
09-03-2007 06:30:00.000                0
09-03-2007 07:30:00.000                0
09-03-2007 08:30:00.000                0
09-03-2007 09:30:00.000                0
09-03-2007 10:30:00.000                0
09-03-2007 11:30:00.000                0
09-03-2007 12:30:00.000                0
09-03-2007 13:30:00.000                0
09-03-2007 14:30:00.000                0
09-03-2007 15:30:00.000                0
09-03-2007 16:30:00.000                0
09-03-2007 17:30:00.000                0
09-03-2007 18:30:00.000                0
09-03-2007 19:30:00.000                0
09-03-2007 20:30:00.000                0
09-03-2007 21:30:00.000                0
09-03-2007 22:30:00.000                0
09-03-2007 23:30:00.000                0
10-03-2007 00:30:00.000                0
10-03-2007 01:30:00.000                0
10-03-2007 02:30:00.000                0
10-03-2007 03:30:00.000                0
10-03-2007 04:30:00.000                0
10-03-2007 05:30:00.000                0
10-03-2007 06:30:00.000                0
10-03-2007 07:30:00.000                0
10-03-2007 08:30:00.000                0
10-03-2007 09:30:00.000                0
10-03-2007 10:30:00.000                0
10-03-2007 11:30:00.000                0
10-03-2007 12:30:00.000                0
10-03-2007 13:30:00.000                0
10-03-2007 14:30:00.000                0
10-03-2007 15:30:00.000                0
10-03-2007 16:30:00.000                0
10-03-2007 17:30:00.000                0
10-03-2007 18:30:00.000                0
10-03-2007 19:30:00.000                0
10-03-2007 20:30:00.000                0
10-03-2007 21:30:00.000                0
10-03-2007 22:30:00.000                0
10-03-2007 23:30:00.000                0
11-03-2007 00:30:00.000               14
11-03-2007 01:30:00.000               14
11-03-2007 02:30:00.000               14
11-03-2007 03:30:00.000               14
11-03-2007 04:30:00.000               14
11-03-2007 05:30:00.000               14
11-03-2007 06:30:00.000               14
11-03-2007 07:30:00.000               14
11-03-2007 08:30:00.000               14
11-03-2007 09:30:00.000               14
11-03-2007 10:30:00.000               14
11-03-2007 11:30:00.000               14
11-03-2007 12:30:00.000               14
11-03-2007 13:30:00.000               14
11-03-2007 14:30:00.000               14
11-03-2007 15:30:00.000               14
11-03-2007 16:30:00.000               14
11-03-2007 17:30:00.000               14
11-03-2007 18:30:00.000               14
11-03-2007 19:30:00.000               14
11-03-2007 20:30:00.000               14
11-03-2007 21:30:00.000               14
11-03-2007 22:30:00.000               14
11-03-2007 23:30:00.000               14
12-03-2007 00:30:00.000               13
12-03-2007 01:30:00.000               13
12-03-2007 02:30:00.000               13
12-03-2007 03:30:00.000               13
12-03-2007 04:30:00.000               13
12-03-2007 05:30:00.000               13
12-03-2007 06:30:00.000               13
12-03-2007 07:30:00.000               13
12-03-2007 08:30:00.000               13
12-03-2007 09:30:00.000               13
12-03-2007 10:30:00.000               13
12-03-2007 11:30:00.000               13
12-03-2007 12:30:00.000               13
12-03-2007 13:30:00.000               13
12-03-2007 14:30:00.000               13
12-03-2007 15:30:00.000               13
12-03-2007 16:30:00.000               13
12-03-2007 17:30:00.000               13
12-03-2007 18:30:00.000               13
12-03-2007 19:30:00.000               13
12-03-2007 20:30:00.000               13
12-03-2007 21:30:00.000               13
12-03-2007 22:30:00.000               13
12-03-2007 23:30:00.000               13
13-03-2007 00:30:00.000                0
13-03-2007 01:30:00.000                0
13-03-2007 02:30:00.000                0
13-03-2007 03:30:00.000                0
13-03-2007 04:30:00.000                0
13-03-2007 05:30:00.000                0
13-03-2007 06:30:00.000                0
13-03-2007 07:30:00.000                0
13-03-2007 08:30:00.000                0
13-03-2007 09:30:00.000                0
13-03-2007 10:30:00.000                0
13-03-2007 11:30:00.000                0
13-03-2007 12:30:00.000                0
13-03-2007 13:30:00.000                0
13-03-2007 14:30:00.000                0
13-03-2007 15:30:00.000                0
13-03-2007 16:30:00.000                0
13-03-2007 17:30:00.000                0
13-03-2007 18:30:00.000                0
13-03-2007 19:30:00.000                0
13-03-2007 20:30:00.000                0
13-03-2007 21:30:00.000                0
13-03-2007 22:30:00.000                0
13-03-2007 23:30:00.000                0
14-03-2007 00:30:00.000                0
14-03-2007 01:30:00.000                0
14-03-2007 02:30:00.000                0
14-03-2007 03:30:00.000                0
14-03-2007 04:30:00.000                0
14-03-2007 05:30:00.000                0
14-03-2007 06:30:00.000                0
14-03-2007 07:30:00.000                0
14-03-2007 08:30:00.000                0
14-03-2007 09:30:00.000                0
14-03-2007 10:30:00.000                0
14-03-2007 11:30:00.000                0
14-03-2007 12:30:00.000                0
14-03-2007 13:30:00.000                0
14-03-2007 14:30:00.000                0
14-03-2007 15:30:00.000                0
14-03-2007 16:30:00.000                0
14-03-2007 17:30:00.000                0
14-03-2007 18:30:00.000                0
14-03-2007 19:30:00.000                0
14-03-2007 20:30:00.000                0
14-03-2007 21:30:00.000                0
14-03-2007 22:30:00.000                0
14-03-2007 23:30:00.000                0
15-03-2007 00:30:00.000                0
15-03-2007 01:30:00.000                0
15-03-2007 02:30:00.000                0
15-03-2007 03:30:00.000                0
15-03-2007 04:30:00.000                0
15-03-2007 05:30:00.000                0
15-03-2007 06:30:00.000                0
15-03-2007 07:30:00.000                0
15-03-2007 08:30:00.000                0
15-03-2007 09:30:00.000                0
15-03-2007 10:30:00.000                0
15-03-2007 11:30:00.000                0
15-03-2007 12:30:00.000                0
15-03-2007 13:30:00.000                0
15-03-2007 14:30:00.000                0
15-03-2007 15:30:00.000                0
15-03-2007 16:30:00.000                0
15-03-2007 17:30:00.000                0
15-03-2007 18:30:00.000                0
15-03-2007 19:30:00.000                0
15-03-2007 20:30:00.000                0
15-03-2007 21:30:00.000                0
15-03-2007 22:30:00.000                0
15-03-2007 23:30:00.000                0
16-03-2007 00:30:00.000                0
16-03-2007 01:30:00.000                0
16-03-2007 02:30:00.000                0
16-03-2007 03:30:00.000                0
16-03-2007 04:30:00.000                0
16-03-2007 05:30:00.000                0
16-03-2007 06:30:00.000                0
16-03-2007 07:30:00.000                0
16-03-2007 08:30:00.000                0
16-03-2007 09:30:00.000                0
16-03-2007 10:30:00.000                0
16-03-2007 11:30:00.000                0
16-03-2007 12:30:00.000                0
16-03-2007 13:30:00.000                0
16-03-2007 14:30:00.000                0
16-03-2007 15:30:00.000                0
16-03-2007 16:30:00.000                0
16-03-2007 17:30:00.000                0
16-03-2007 18:30:00.000                0
16-03-2007 19:30:00.000                0
16-03-2007 20:30:00.000                0
16-03-2007 21:30:00.000                0
16-03-2007 22:30:00.000                0
16-03-2007 23:30:00.000                0
17-03-2007 00:30:00.000                0
17-03-2007 01:30:00.000                0
17-03-2007 02:30:00.000                0
17-03-2007 03:30:00.000                0
17-03-2007 04:30:00.000                0
17-03-2007 05:30:00.000                0
17-03-2007 06:30:00.000                0
17-03-2007 07:30:00.000                0
17-03-2007 08:30:00.000                0
17-03-2007 09:30:00.000                0
17-03-2007 10:30:00.000                0
17-03-2007 11:30:00.000                0
17-03-2007 12:30:00.000                0
17-03-2007 13:30:00.000                0
17-03-2007 14:30:00.000                0
17-03-2007 15:30:00.000                0
17-03-2007 16:30:00.000                0
17-03-2007 17:30:00.000                0
17-03-2007 18:30:00.000                0
17-03-2007 19:30:00.000                0
17-03-2007 20:30:00.000                0
17-03-2007 21:30:00.000                0
17-03-2007 22:30:00.000                0
17-03-2007 23:30:00.000                0
18-03-2007 00:30:00.000                0
18-03-2007 01:30:00.000                0
18-03-2007 02:30:00.000                0
18-03-2007 03:30:00.000                0
18-03-2007 04:30:00.000                0
18-03-2007 05:30:00.000                0
18-03-2007 06:30:00.000                0
18-03-2007 07:30:00.000                0
18-03-2007 08:30:00.000                0
18-03-2007 09:30:00.000                0
18-03-2007 10:30:00.000                0
18-03-2007 11:30:00.000                0
18-03-2007 12:30:00.000                0
18-03-2007 13:30:00.000                0
18-03-2007 14:30:00.000                0
18-03-2007 15:30:00.000                0
18-03-2007 16:30:00.000                0
18-03-2007 17:30:00.000                0
18-03-2007 18:30:00.000                0
18-03-2007 19:30:00.000                0
18-03-2007 20:30:00.000                0
18-03-2007 21:30:00.000                0
18-03-2007 22:30:00.000                0
18-03-2007 23:30:00.000                0
19-03-2007 00:30:00.000                0
19-03-2007 01:30:00.000                0
19-03-2007 02:30:00.000                0
19-03-2007 03:30:00.000                0
19-03-2007 04:30:00.000                0
19-03-2007 05:30:00.000                0
19-03-2007 06:30:00.000                0
19-03-2007 07:30:00.000                0
19-03-2007 08:30:00.000                0
19-03-2007 09:30:00.000                0
19-03-2007 10:30:00.000                0
19-03-2007 11:30:00.000                0
19-03-2007 12:30:00.000                0
19-03-2007 13:30:00.000                0
19-03-2007 14:30:00.000                0
19-03-2007 15:30:00.000                0
19-03-2007 16:30:00.000                0
19-03-2007 17:30:00.000                0
19-03-2007 18:30:00.000                0
19-03-2007 19:30:00.000                0
19-03-2007 20:30:00.000                0
19-03-2007 21:30:00.000                0
19-03-2007 22:30:00.000                0
19-03-2007 23:30:00.000                0
20-03-2007 00:30:00.000                0
20-03-2007 01:30:00.000                0
20-03-2007 02:30:00.000                0
20-03-2007 03:30:00.000                0
20-03-2007 04:30:00.000                0
20-03-2007 05:30:00.000                0
20-03-2007 06:30:00.000                0
20-03-2007 07:30:00.000                0
20-03-2007 08:30:00.000                0
20-03-2007 09:30:00.000                0
20-03-2007 10:30:00.000                0
20-03-2007 11:30:00.000                0
20-03-2007 12:30:00.000                0
20-03-2007 13:30:00.000                0
20-03-2007 14:30:00.000                0
20-03-2007 15:30:00.000                0
20-03-2007 16:30:00.000                0
20-03-2007 17:30:00.000                0
20-03-2007 18:30:00.000                0
20-03-2007 19:30:00.000                0
20-03-2007 20:30:00.000                0
20-03-2007 21:30:00.000                0
20-03-2007 22:30:00.000                0
20-03-2007 23:30:00.000                0
21-03-2007 00:30:00.000                0
21-03-2007 01:30:00.000                0
21-03-2007 02:30:00.000                0
21-03-2007 03:30:00.000                0
21-03-2007 04:30:00.000                0
21-03-2007 05:30:00.000                0
21-03-2007 06:30:00.000                0
21-03-2007 07:30:00.000                0
21-03-2007 08:30:00.000                0
21-03-2007 09:30:00.000                0
21-03-2007 10:30:00.000                0
21-03-2007 11:30:00.000                0
21-03-2007 12:30:00.000                0
21-03-2007 13:30:00.000                0
21-03-2007 14:30:00.000                0
21-03-2007 15:30:00.000                0
21-03-2007 16:30:00.000                0
21-03-2007 17:30:00.000                0
21-03-2007 18:30:00.000                0
21-03-2007 19:30:00.000                0
21-03-2007 20:30:00.000                0
21-03-2007 21:30:00.000                0
21-03-2007 22:30:00.000                0
21-03-2007 23:30:00.000                0
22-03-2007 00:30:00.000                0
22-03-2007 01:30:00.000                0
22-03-2007 02:30:00.000                0
22-03-2007 03:30:00.000                0
22-03-2007 04:30:00.000                0
22-03-2007 05:30:00.000                0
22-03-2007 06:30:00.000                0
22-03-2007 07:30:00.000                0
22-03-2007 08:30:00.000                0
22-03-2007 09:30:00.000                0
22-03-2007 10:30:00.000                0
22-03-2007 11:30:00.000                0
22-03-2007 12:30:00.000                0
22-03-2007 13:30:00.000                0
22-03-2007 14:30:00.000                0
22-03-2007 15:30:00.000                0
22-03-2007 16:30:00.000                0
22-03-2007 17:30:00.000                0
22-03-2007 18:30:00.000                0
22-03-2007 19:30:00.000                0
22-03-2007 20:30:00.000                0
22-03-2007 21:30:00.000                0
22-03-2007 22:30:00.000                0
22-03-2007 23:30:00.000                0
23-03-2007 00:30:00.000               13
23-03-2007 01:30:00.000               13
23-03-2007 02:30:00.000               13
23-03-2007 03:30:00.000               13
23-03-2007 04:30:00.000               13
23-03-2007 05:30:00.000               13
23-03-2007 06:30:00.000               13
23-03-2007 07:30:00.000               13
23-03-2007 08:30:00.000               13
23-03-2007 09:30:00.000               13
23-03-2007 10:30:00.000               13
23-03-2007 11:30:00.000               13
23-03-2007 12:30:00.000               13
23-03-2007 13:30:00.000               13
23-03-2007 14:30:00.000               13
23-03-2007 15:30:00.000               13
23-03-2007 16:30:00.000               13
23-03-2007 17:30:00.000               13
23-03-2007 18:30:00.000               13
23-03-2007 19:30:00.000               13
23-03-2007 20:30:00.000               13
23-03-2007 21:30:00.000               13
23-03-2007 22:30:00.000               13
23-03-2007 23:30:00.000               13
24-03-2007 00:30:00.000               13
24-03-2007 01:30:00.000               13
24-03-2007 02:30:00.000               13
24-03-2007 03:30:00.000               13
24-03-2007 04:30:00.000               13
24-03-2007 05:30:00.000               13
24-03-2007 06:30:00.000               13
24-03-2007 07:30:00.000               13
24-03-2007 08:30:00.000               13
24-03-2007 09:30:00.000               13
24-03-2007 10:30:00.000               13
24-03-2007 11:30:00.000               13
24-03-2007 12:30:00.000               13
24-03-2007 13:30:00.000               13
24-03-2007 14:30:00.000               13
24-03-2007 15:30:00.000               13
24-03-2007 16:30:00.000               13
24-03-2007 17:30:00.000               13
24-03-2007 18:30:00.000               13
24-03-2007 19:30:00.000               13
24-03-2007 20:30:00.000               13
24-03-2007 21:30:00.000               13
24-03-2007 22:30:00.000               13
24-03-2007 23:30:00.000               13
25-03-2007 00:30:00.000                0
25-03-2007 01:30:00.000                0
25-03-2007 02:30:00.000                0
25-03-2007 03:30:00.000                0
25-03-2007 04:30:00.000                0
25-03-2007 05:30:00.000                0
25-03-2007 06:30:00.000                0
25-03-2007 07:30:00.000                0
25-03-2007 08:30:00.000                0
25-03-2007 09:30:00.000                0
25-03-2007 10:30:00.000                0
25-03-2007 11:30:00.000                0
25-03-2007 12:30:00.000                0
25-03-2007 13:30:00.000                0
25-03-2007 14:30:00.000                0
25-03-2007 15:30:00.000                0
25-03-2007 16:30:00.000                0
25-03-2007 17:30:00.000                0
25-03-2007 18:30:00.000                0
25-03-2007 19:30:00.000                0
25-03-2007 20:30:00.000                0
25-03-2007 21:30:00.000                0
25-03-2007 22:30:00.000                0
25-03-2007 23:30:00.000                0
26-03-2007 00:30:00.000               14
26-03-2007 01:30:00.000               14
26-03-2007 02:30:00.000               14
26-03-2007 03:30:00.000               14
26-03-2007 04:30:00.000               14
26-03-2007 05:30:00.000               14
26-03-2007 06:30:00.000               14
26-03-2007 07:30:00.000               14
26-03-2007 08:30:00.000               14
26-03-2007 09:30:00.000               14
26-03-2007 10:30:00.000               14
26-03-2007 11:30:00.000               14
26-03-2007 12:30:00.000               14
26-03-2007 13:30:00.000               14
26-03-2007 14:30:00.000               14
26-03-2007 15:30:00.000               14
