#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 1 Hour Interplantary OMNI data
#     DATA_TYPE                       H0>Definitive Hourly
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            Hourly averaged definitive multispacecraft interplanetary parameters data
#                                     OMNI Data Documentation: https://omniweb.gsfc.nasa.gov/html/ow_data.html
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow.h
#                                     COHOWeb-formatted OMNI_M merged magnetic field and plasma data http://cohoweb.gsfc.nasa.gov/           
#                                     Recent OMNI 1-HR Updates News: https://omniweb.gsfc.nasa.gov/html/ow_news.html
#     MODS                            created August 2003;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni2_h0_mrg1hr_00000000_v01
#     PI_NAME                         J.H. King, N. Papitashvili
#     PI_AFFILIATION                  ADNET, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Particles (space)
#                                     Electric Fields (space)
#                                     Activity Indices
#     GENERATED_BY                    King/Papitashvili
#     TIME_RESOLUTION                 1 hour
#     LOGICAL_SOURCE                  omni2_h0_mrg1hr
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, Hourly IMF and Plasma Data, and Energetic Proton                            
#     LOGICAL_SOURCE_DESCRIPTION       Fluxes, Time-Shifted to the Nose of the Earth's Bow Shock, plus Solar and Magnetic                    
#                                      Indices                                                                                               
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     COHOWeb-formatted OMNI_M merged magnetic field and plasma data
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/ow_data.html
#                                     https://omniweb.gsfc.nasa.gov/ow.html
#                                     http://cohoweb.gsfc.nasa.gov/
#                                     https://omniweb.gsfc.nasa.gov/html/ow_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-Particles_mrg1hr_1hour_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT1H
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time_at_center_of_hour
#  2. Dst - 1-hour Dst index (1963/001-2014/366), Provisional Dst (2015/001-2016/366), Quick-look Dst (2017/001-2018/151), from WDC Kyoto
#
TIME_AT_CENTER_OF_HOUR  1-H_DST
03-03-2007 06:30:00.000     -10
03-03-2007 07:30:00.000     -10
03-03-2007 08:30:00.000      -8
03-03-2007 09:30:00.000      -7
03-03-2007 10:30:00.000      -7
03-03-2007 11:30:00.000      -7
03-03-2007 12:30:00.000      -6
03-03-2007 13:30:00.000      -5
03-03-2007 14:30:00.000      -6
03-03-2007 15:30:00.000      -6
03-03-2007 16:30:00.000      -7
03-03-2007 17:30:00.000      -7
03-03-2007 18:30:00.000      -7
03-03-2007 19:30:00.000      -9
03-03-2007 20:30:00.000     -10
03-03-2007 21:30:00.000      -6
03-03-2007 22:30:00.000      -3
03-03-2007 23:30:00.000      -1
04-03-2007 00:30:00.000       2
04-03-2007 01:30:00.000       2
04-03-2007 02:30:00.000       1
04-03-2007 03:30:00.000       2
04-03-2007 04:30:00.000       0
04-03-2007 05:30:00.000       0
04-03-2007 06:30:00.000      -1
04-03-2007 07:30:00.000      -5
04-03-2007 08:30:00.000      -7
04-03-2007 09:30:00.000      -8
04-03-2007 10:30:00.000      -8
04-03-2007 11:30:00.000     -12
04-03-2007 12:30:00.000     -12
04-03-2007 13:30:00.000     -10
04-03-2007 14:30:00.000     -11
04-03-2007 15:30:00.000      -9
04-03-2007 16:30:00.000      -7
04-03-2007 17:30:00.000      -5
04-03-2007 18:30:00.000      -3
04-03-2007 19:30:00.000      -2
04-03-2007 20:30:00.000      -3
04-03-2007 21:30:00.000       3
04-03-2007 22:30:00.000       2
04-03-2007 23:30:00.000      -4
05-03-2007 00:30:00.000      -5
05-03-2007 01:30:00.000       0
05-03-2007 02:30:00.000       4
05-03-2007 03:30:00.000       2
05-03-2007 04:30:00.000      -1
05-03-2007 05:30:00.000      -4
05-03-2007 06:30:00.000      -6
05-03-2007 07:30:00.000      -6
05-03-2007 08:30:00.000      -4
05-03-2007 09:30:00.000      -3
05-03-2007 10:30:00.000      -7
05-03-2007 11:30:00.000      -5
05-03-2007 12:30:00.000      -7
05-03-2007 13:30:00.000     -10
05-03-2007 14:30:00.000     -13
05-03-2007 15:30:00.000     -13
05-03-2007 16:30:00.000     -13
05-03-2007 17:30:00.000     -13
05-03-2007 18:30:00.000     -14
05-03-2007 19:30:00.000     -15
05-03-2007 20:30:00.000     -11
05-03-2007 21:30:00.000      -3
05-03-2007 22:30:00.000      -1
05-03-2007 23:30:00.000      -6
06-03-2007 00:30:00.000      -9
06-03-2007 01:30:00.000      -8
06-03-2007 02:30:00.000     -16
06-03-2007 03:30:00.000     -22
06-03-2007 04:30:00.000     -18
06-03-2007 05:30:00.000     -19
06-03-2007 06:30:00.000     -25
06-03-2007 07:30:00.000     -19
06-03-2007 08:30:00.000     -17
06-03-2007 09:30:00.000     -17
06-03-2007 10:30:00.000     -14
06-03-2007 11:30:00.000     -22
06-03-2007 12:30:00.000     -27
06-03-2007 13:30:00.000     -21
06-03-2007 14:30:00.000     -15
06-03-2007 15:30:00.000     -15
06-03-2007 16:30:00.000     -15
06-03-2007 17:30:00.000     -16
06-03-2007 18:30:00.000     -18
06-03-2007 19:30:00.000     -17
06-03-2007 20:30:00.000     -13
06-03-2007 21:30:00.000      -4
06-03-2007 22:30:00.000      -4
06-03-2007 23:30:00.000     -14
07-03-2007 00:30:00.000     -19
07-03-2007 01:30:00.000     -24
07-03-2007 02:30:00.000     -24
07-03-2007 03:30:00.000     -27
07-03-2007 04:30:00.000     -28
07-03-2007 05:30:00.000     -29
07-03-2007 06:30:00.000     -26
07-03-2007 07:30:00.000     -21
07-03-2007 08:30:00.000     -25
07-03-2007 09:30:00.000     -21
07-03-2007 10:30:00.000     -20
07-03-2007 11:30:00.000     -18
07-03-2007 12:30:00.000     -19
07-03-2007 13:30:00.000     -21
07-03-2007 14:30:00.000     -23
07-03-2007 15:30:00.000     -22
07-03-2007 16:30:00.000     -22
07-03-2007 17:30:00.000     -23
07-03-2007 18:30:00.000     -26
07-03-2007 19:30:00.000     -29
07-03-2007 20:30:00.000     -30
07-03-2007 21:30:00.000     -29
07-03-2007 22:30:00.000     -30
07-03-2007 23:30:00.000     -31
08-03-2007 00:30:00.000     -27
08-03-2007 01:30:00.000     -26
08-03-2007 02:30:00.000     -26
08-03-2007 03:30:00.000     -26
08-03-2007 04:30:00.000     -26
08-03-2007 05:30:00.000     -24
08-03-2007 06:30:00.000     -22
08-03-2007 07:30:00.000     -19
08-03-2007 08:30:00.000     -18
08-03-2007 09:30:00.000     -19
08-03-2007 10:30:00.000     -19
08-03-2007 11:30:00.000     -18
08-03-2007 12:30:00.000     -20
08-03-2007 13:30:00.000     -19
08-03-2007 14:30:00.000     -19
08-03-2007 15:30:00.000     -19
08-03-2007 16:30:00.000     -19
08-03-2007 17:30:00.000     -18
08-03-2007 18:30:00.000     -17
08-03-2007 19:30:00.000     -16
08-03-2007 20:30:00.000     -13
08-03-2007 21:30:00.000     -15
08-03-2007 22:30:00.000     -16
08-03-2007 23:30:00.000     -15
09-03-2007 00:30:00.000     -15
09-03-2007 01:30:00.000     -16
09-03-2007 02:30:00.000     -18
09-03-2007 03:30:00.000     -18
09-03-2007 04:30:00.000     -18
09-03-2007 05:30:00.000     -16
09-03-2007 06:30:00.000     -15
09-03-2007 07:30:00.000     -14
09-03-2007 08:30:00.000     -12
09-03-2007 09:30:00.000     -11
09-03-2007 10:30:00.000     -11
09-03-2007 11:30:00.000     -11
09-03-2007 12:30:00.000     -11
09-03-2007 13:30:00.000     -12
09-03-2007 14:30:00.000     -12
09-03-2007 15:30:00.000     -10
09-03-2007 16:30:00.000     -10
09-03-2007 17:30:00.000     -12
09-03-2007 18:30:00.000     -15
09-03-2007 19:30:00.000     -17
09-03-2007 20:30:00.000     -19
09-03-2007 21:30:00.000     -20
09-03-2007 22:30:00.000     -20
09-03-2007 23:30:00.000     -19
10-03-2007 00:30:00.000     -18
10-03-2007 01:30:00.000     -17
10-03-2007 02:30:00.000     -17
10-03-2007 03:30:00.000     -17
10-03-2007 04:30:00.000     -18
10-03-2007 05:30:00.000     -16
10-03-2007 06:30:00.000     -15
10-03-2007 07:30:00.000     -14
10-03-2007 08:30:00.000     -10
10-03-2007 09:30:00.000      -9
10-03-2007 10:30:00.000      -8
10-03-2007 11:30:00.000      -8
10-03-2007 12:30:00.000      -8
10-03-2007 13:30:00.000     -10
10-03-2007 14:30:00.000     -11
10-03-2007 15:30:00.000     -12
10-03-2007 16:30:00.000     -13
10-03-2007 17:30:00.000     -12
10-03-2007 18:30:00.000     -12
10-03-2007 19:30:00.000     -13
10-03-2007 20:30:00.000     -10
10-03-2007 21:30:00.000     -10
10-03-2007 22:30:00.000     -10
10-03-2007 23:30:00.000     -10
11-03-2007 00:30:00.000     -10
11-03-2007 01:30:00.000     -11
11-03-2007 02:30:00.000     -12
11-03-2007 03:30:00.000     -11
11-03-2007 04:30:00.000     -12
11-03-2007 05:30:00.000     -14
11-03-2007 06:30:00.000     -14
11-03-2007 07:30:00.000     -12
11-03-2007 08:30:00.000      -8
11-03-2007 09:30:00.000      -3
11-03-2007 10:30:00.000      -8
11-03-2007 11:30:00.000     -18
11-03-2007 12:30:00.000     -17
11-03-2007 13:30:00.000     -11
11-03-2007 14:30:00.000      -7
11-03-2007 15:30:00.000      -9
11-03-2007 16:30:00.000     -13
11-03-2007 17:30:00.000     -13
11-03-2007 18:30:00.000      -5
11-03-2007 19:30:00.000      -9
11-03-2007 20:30:00.000      -8
11-03-2007 21:30:00.000      -5
11-03-2007 22:30:00.000      -3
11-03-2007 23:30:00.000       0
12-03-2007 00:30:00.000       1
12-03-2007 01:30:00.000       2
12-03-2007 02:30:00.000      -2
12-03-2007 03:30:00.000     -10
12-03-2007 04:30:00.000      -8
12-03-2007 05:30:00.000      -7
12-03-2007 06:30:00.000      -5
12-03-2007 07:30:00.000      -1
12-03-2007 08:30:00.000       4
12-03-2007 09:30:00.000       6
12-03-2007 10:30:00.000      10
12-03-2007 11:30:00.000      -1
12-03-2007 12:30:00.000      -5
12-03-2007 13:30:00.000      -8
12-03-2007 14:30:00.000      -8
12-03-2007 15:30:00.000      -6
12-03-2007 16:30:00.000      -8
12-03-2007 17:30:00.000     -11
12-03-2007 18:30:00.000     -10
12-03-2007 19:30:00.000     -11
12-03-2007 20:30:00.000     -14
12-03-2007 21:30:00.000      -8
12-03-2007 22:30:00.000       1
12-03-2007 23:30:00.000      -3
13-03-2007 00:30:00.000      -7
13-03-2007 01:30:00.000     -25
13-03-2007 02:30:00.000     -27
13-03-2007 03:30:00.000     -33
13-03-2007 04:30:00.000     -40
13-03-2007 05:30:00.000     -35
13-03-2007 06:30:00.000     -30
13-03-2007 07:30:00.000     -25
13-03-2007 08:30:00.000     -21
13-03-2007 09:30:00.000     -17
13-03-2007 10:30:00.000     -13
13-03-2007 11:30:00.000     -12
13-03-2007 12:30:00.000     -13
13-03-2007 13:30:00.000     -13
13-03-2007 14:30:00.000     -18
13-03-2007 15:30:00.000     -19
13-03-2007 16:30:00.000     -18
13-03-2007 17:30:00.000     -16
13-03-2007 18:30:00.000     -14
13-03-2007 19:30:00.000     -19
13-03-2007 20:30:00.000     -18
13-03-2007 21:30:00.000     -15
13-03-2007 22:30:00.000     -14
13-03-2007 23:30:00.000     -19
14-03-2007 00:30:00.000     -18
14-03-2007 01:30:00.000     -20
14-03-2007 02:30:00.000     -21
14-03-2007 03:30:00.000     -19
14-03-2007 04:30:00.000     -17
14-03-2007 05:30:00.000     -19
14-03-2007 06:30:00.000     -19
14-03-2007 07:30:00.000     -16
14-03-2007 08:30:00.000     -12
14-03-2007 09:30:00.000     -12
14-03-2007 10:30:00.000     -12
14-03-2007 11:30:00.000     -14
14-03-2007 12:30:00.000     -18
14-03-2007 13:30:00.000     -20
14-03-2007 14:30:00.000     -21
14-03-2007 15:30:00.000     -18
14-03-2007 16:30:00.000     -14
14-03-2007 17:30:00.000     -11
14-03-2007 18:30:00.000     -12
14-03-2007 19:30:00.000     -13
14-03-2007 20:30:00.000     -11
14-03-2007 21:30:00.000      -9
14-03-2007 22:30:00.000      -7
14-03-2007 23:30:00.000      -7
15-03-2007 00:30:00.000      -6
15-03-2007 01:30:00.000      -8
15-03-2007 02:30:00.000     -11
15-03-2007 03:30:00.000     -16
15-03-2007 04:30:00.000     -19
15-03-2007 05:30:00.000     -17
15-03-2007 06:30:00.000     -16
15-03-2007 07:30:00.000     -11
15-03-2007 08:30:00.000     -11
15-03-2007 09:30:00.000      -7
15-03-2007 10:30:00.000      -9
15-03-2007 11:30:00.000     -10
15-03-2007 12:30:00.000      -6
15-03-2007 13:30:00.000      -6
15-03-2007 14:30:00.000      -8
15-03-2007 15:30:00.000     -11
15-03-2007 16:30:00.000     -10
15-03-2007 17:30:00.000      -8
15-03-2007 18:30:00.000      -5
15-03-2007 19:30:00.000      -1
15-03-2007 20:30:00.000      -4
15-03-2007 21:30:00.000      -7
15-03-2007 22:30:00.000      -9
15-03-2007 23:30:00.000      -9
16-03-2007 00:30:00.000     -11
16-03-2007 01:30:00.000     -14
16-03-2007 02:30:00.000     -17
16-03-2007 03:30:00.000     -15
16-03-2007 04:30:00.000     -15
16-03-2007 05:30:00.000     -15
16-03-2007 06:30:00.000     -12
16-03-2007 07:30:00.000     -10
16-03-2007 08:30:00.000     -10
16-03-2007 09:30:00.000     -10
16-03-2007 10:30:00.000     -10
16-03-2007 11:30:00.000     -12
16-03-2007 12:30:00.000     -14
16-03-2007 13:30:00.000     -16
16-03-2007 14:30:00.000     -18
16-03-2007 15:30:00.000     -16
16-03-2007 16:30:00.000     -14
16-03-2007 17:30:00.000     -13
16-03-2007 18:30:00.000     -12
16-03-2007 19:30:00.000     -10
16-03-2007 20:30:00.000     -11
16-03-2007 21:30:00.000     -16
16-03-2007 22:30:00.000     -15
16-03-2007 23:30:00.000     -15
17-03-2007 00:30:00.000     -12
17-03-2007 01:30:00.000     -11
17-03-2007 02:30:00.000     -12
17-03-2007 03:30:00.000     -11
17-03-2007 04:30:00.000     -13
17-03-2007 05:30:00.000     -15
17-03-2007 06:30:00.000     -15
17-03-2007 07:30:00.000     -11
17-03-2007 08:30:00.000     -13
17-03-2007 09:30:00.000     -10
17-03-2007 10:30:00.000     -11
17-03-2007 11:30:00.000     -12
17-03-2007 12:30:00.000      -9
17-03-2007 13:30:00.000     -10
17-03-2007 14:30:00.000     -11
17-03-2007 15:30:00.000     -11
17-03-2007 16:30:00.000     -12
17-03-2007 17:30:00.000     -13
17-03-2007 18:30:00.000     -14
17-03-2007 19:30:00.000     -13
17-03-2007 20:30:00.000     -11
17-03-2007 21:30:00.000      -7
17-03-2007 22:30:00.000      -5
17-03-2007 23:30:00.000      -6
18-03-2007 00:30:00.000      -6
18-03-2007 01:30:00.000      -7
18-03-2007 02:30:00.000      -8
18-03-2007 03:30:00.000     -10
18-03-2007 04:30:00.000      -9
18-03-2007 05:30:00.000      -8
18-03-2007 06:30:00.000      -6
18-03-2007 07:30:00.000      -6
18-03-2007 08:30:00.000      -8
18-03-2007 09:30:00.000      -9
18-03-2007 10:30:00.000     -12
18-03-2007 11:30:00.000     -12
18-03-2007 12:30:00.000     -10
18-03-2007 13:30:00.000      -9
18-03-2007 14:30:00.000      -9
18-03-2007 15:30:00.000      -9
18-03-2007 16:30:00.000      -9
18-03-2007 17:30:00.000      -9
18-03-2007 18:30:00.000      -8
18-03-2007 19:30:00.000      -5
18-03-2007 20:30:00.000      -3
18-03-2007 21:30:00.000      -3
18-03-2007 22:30:00.000      -1
18-03-2007 23:30:00.000       0
19-03-2007 00:30:00.000      -1
19-03-2007 01:30:00.000      -2
19-03-2007 02:30:00.000      -3
19-03-2007 03:30:00.000      -5
19-03-2007 04:30:00.000      -4
19-03-2007 05:30:00.000      -4
19-03-2007 06:30:00.000      -5
19-03-2007 07:30:00.000      -6
19-03-2007 08:30:00.000      -6
19-03-2007 09:30:00.000      -6
19-03-2007 10:30:00.000      -4
19-03-2007 11:30:00.000      -4
19-03-2007 12:30:00.000      -4
19-03-2007 13:30:00.000      -4
19-03-2007 14:30:00.000      -5
19-03-2007 15:30:00.000      -6
19-03-2007 16:30:00.000      -8
19-03-2007 17:30:00.000      -8
19-03-2007 18:30:00.000      -7
19-03-2007 19:30:00.000      -7
19-03-2007 20:30:00.000      -5
19-03-2007 21:30:00.000      -4
19-03-2007 22:30:00.000      -3
19-03-2007 23:30:00.000      -3
20-03-2007 00:30:00.000      -4
20-03-2007 01:30:00.000      -4
20-03-2007 02:30:00.000      -3
20-03-2007 03:30:00.000      -2
20-03-2007 04:30:00.000      -2
20-03-2007 05:30:00.000      -3
20-03-2007 06:30:00.000      -3
20-03-2007 07:30:00.000      -2
20-03-2007 08:30:00.000      -2
20-03-2007 09:30:00.000      -3
20-03-2007 10:30:00.000      -4
20-03-2007 11:30:00.000      -4
20-03-2007 12:30:00.000      -6
20-03-2007 13:30:00.000      -8
20-03-2007 14:30:00.000      -8
20-03-2007 15:30:00.000      -7
20-03-2007 16:30:00.000      -6
20-03-2007 17:30:00.000      -6
20-03-2007 18:30:00.000      -4
20-03-2007 19:30:00.000      -3
20-03-2007 20:30:00.000      -1
20-03-2007 21:30:00.000      -2
20-03-2007 22:30:00.000      -1
20-03-2007 23:30:00.000      -4
21-03-2007 00:30:00.000      -4
21-03-2007 01:30:00.000      -4
21-03-2007 02:30:00.000      -2
21-03-2007 03:30:00.000      -2
21-03-2007 04:30:00.000       0
21-03-2007 05:30:00.000       1
21-03-2007 06:30:00.000       2
21-03-2007 07:30:00.000       4
21-03-2007 08:30:00.000       3
21-03-2007 09:30:00.000       3
21-03-2007 10:30:00.000       2
21-03-2007 11:30:00.000       3
21-03-2007 12:30:00.000       1
21-03-2007 13:30:00.000       3
21-03-2007 14:30:00.000       3
21-03-2007 15:30:00.000       3
21-03-2007 16:30:00.000       3
21-03-2007 17:30:00.000       3
21-03-2007 18:30:00.000       3
21-03-2007 19:30:00.000       5
21-03-2007 20:30:00.000       7
21-03-2007 21:30:00.000       8
21-03-2007 22:30:00.000       7
21-03-2007 23:30:00.000       7
22-03-2007 00:30:00.000       6
22-03-2007 01:30:00.000       3
22-03-2007 02:30:00.000       1
22-03-2007 03:30:00.000       3
22-03-2007 04:30:00.000       5
22-03-2007 05:30:00.000       5
22-03-2007 06:30:00.000       3
22-03-2007 07:30:00.000       2
22-03-2007 08:30:00.000       1
22-03-2007 09:30:00.000       1
22-03-2007 10:30:00.000       2
22-03-2007 11:30:00.000       2
22-03-2007 12:30:00.000      -1
22-03-2007 13:30:00.000      -3
22-03-2007 14:30:00.000      -3
22-03-2007 15:30:00.000      -2
22-03-2007 16:30:00.000      -3
22-03-2007 17:30:00.000      -3
22-03-2007 18:30:00.000      -1
22-03-2007 19:30:00.000       2
22-03-2007 20:30:00.000       3
22-03-2007 21:30:00.000       3
22-03-2007 22:30:00.000       3
22-03-2007 23:30:00.000       4
23-03-2007 00:30:00.000       3
23-03-2007 01:30:00.000       1
23-03-2007 02:30:00.000      -2
23-03-2007 03:30:00.000      -1
23-03-2007 04:30:00.000      -1
23-03-2007 05:30:00.000      -3
23-03-2007 06:30:00.000       3
23-03-2007 07:30:00.000       5
23-03-2007 08:30:00.000       2
23-03-2007 09:30:00.000       5
23-03-2007 10:30:00.000       3
23-03-2007 11:30:00.000      -1
23-03-2007 12:30:00.000      -1
23-03-2007 13:30:00.000     -10
23-03-2007 14:30:00.000     -21
23-03-2007 15:30:00.000     -25
23-03-2007 16:30:00.000     -22
23-03-2007 17:30:00.000     -19
23-03-2007 18:30:00.000     -17
23-03-2007 19:30:00.000     -12
23-03-2007 20:30:00.000     -10
23-03-2007 21:30:00.000     -14
23-03-2007 22:30:00.000     -18
23-03-2007 23:30:00.000     -18
24-03-2007 00:30:00.000     -17
24-03-2007 01:30:00.000     -23
24-03-2007 02:30:00.000     -29
24-03-2007 03:30:00.000     -32
24-03-2007 04:30:00.000     -35
24-03-2007 05:30:00.000     -41
24-03-2007 06:30:00.000     -57
24-03-2007 07:30:00.000     -66
24-03-2007 08:30:00.000     -72
24-03-2007 09:30:00.000     -66
24-03-2007 10:30:00.000     -60
24-03-2007 11:30:00.000     -60
24-03-2007 12:30:00.000     -61
24-03-2007 13:30:00.000     -60
24-03-2007 14:30:00.000     -51
24-03-2007 15:30:00.000     -40
24-03-2007 16:30:00.000     -35
24-03-2007 17:30:00.000     -34
24-03-2007 18:30:00.000     -29
24-03-2007 19:30:00.000     -21
24-03-2007 20:30:00.000     -21
24-03-2007 21:30:00.000     -15
24-03-2007 22:30:00.000      -9
24-03-2007 23:30:00.000      -1
25-03-2007 00:30:00.000       8
25-03-2007 01:30:00.000       7
25-03-2007 02:30:00.000       1
25-03-2007 03:30:00.000      -1
25-03-2007 04:30:00.000      -5
25-03-2007 05:30:00.000     -11
25-03-2007 06:30:00.000     -14
25-03-2007 07:30:00.000     -12
25-03-2007 08:30:00.000     -13
25-03-2007 09:30:00.000     -22
25-03-2007 10:30:00.000     -30
25-03-2007 11:30:00.000     -29
25-03-2007 12:30:00.000     -28
25-03-2007 13:30:00.000     -35
25-03-2007 14:30:00.000     -38
25-03-2007 15:30:00.000     -34
25-03-2007 16:30:00.000     -30
25-03-2007 17:30:00.000     -27
25-03-2007 18:30:00.000     -25
25-03-2007 19:30:00.000     -22
25-03-2007 20:30:00.000     -20
25-03-2007 21:30:00.000     -24
25-03-2007 22:30:00.000     -24
25-03-2007 23:30:00.000     -19
26-03-2007 00:30:00.000     -10
26-03-2007 01:30:00.000      -9
26-03-2007 02:30:00.000     -10
26-03-2007 03:30:00.000     -14
26-03-2007 04:30:00.000     -17
26-03-2007 05:30:00.000     -20
26-03-2007 06:30:00.000     -21
26-03-2007 07:30:00.000     -18
26-03-2007 08:30:00.000     -20
26-03-2007 09:30:00.000     -18
26-03-2007 10:30:00.000     -18
26-03-2007 11:30:00.000     -17
26-03-2007 12:30:00.000     -15
26-03-2007 13:30:00.000     -16
26-03-2007 14:30:00.000     -15
26-03-2007 15:30:00.000     -17
26-03-2007 16:30:00.000     -23
26-03-2007 17:30:00.000     -24
26-03-2007 18:30:00.000     -25
26-03-2007 19:30:00.000     -19
26-03-2007 20:30:00.000     -12
26-03-2007 21:30:00.000     -12
26-03-2007 22:30:00.000     -14
26-03-2007 23:30:00.000     -14
27-03-2007 00:30:00.000     -11
27-03-2007 01:30:00.000     -10
27-03-2007 02:30:00.000     -11
27-03-2007 03:30:00.000     -10
27-03-2007 04:30:00.000      -7
27-03-2007 05:30:00.000     -14
27-03-2007 06:30:00.000     -24
27-03-2007 07:30:00.000     -21
27-03-2007 08:30:00.000     -16
27-03-2007 09:30:00.000     -15
27-03-2007 10:30:00.000     -21
27-03-2007 11:30:00.000     -24
27-03-2007 12:30:00.000     -20
27-03-2007 13:30:00.000     -18
27-03-2007 14:30:00.000     -18
27-03-2007 15:30:00.000     -21
27-03-2007 16:30:00.000     -19
27-03-2007 17:30:00.000     -21
27-03-2007 18:30:00.000     -28
27-03-2007 19:30:00.000     -23
27-03-2007 20:30:00.000     -18
27-03-2007 21:30:00.000     -13
27-03-2007 22:30:00.000     -14
27-03-2007 23:30:00.000     -17
28-03-2007 00:30:00.000     -21
28-03-2007 01:30:00.000     -18
28-03-2007 02:30:00.000     -18
28-03-2007 03:30:00.000     -18
28-03-2007 04:30:00.000     -22
28-03-2007 05:30:00.000     -24
28-03-2007 06:30:00.000     -18
28-03-2007 07:30:00.000     -17
28-03-2007 08:30:00.000     -16
28-03-2007 09:30:00.000     -13
28-03-2007 10:30:00.000     -12
28-03-2007 11:30:00.000     -10
28-03-2007 12:30:00.000     -11
28-03-2007 13:30:00.000     -13
28-03-2007 14:30:00.000     -14
28-03-2007 15:30:00.000     -15
28-03-2007 16:30:00.000     -16
28-03-2007 17:30:00.000     -15
28-03-2007 18:30:00.000     -14
28-03-2007 19:30:00.000     -13
28-03-2007 20:30:00.000     -12
28-03-2007 21:30:00.000     -14
28-03-2007 22:30:00.000     -15
28-03-2007 23:30:00.000     -16
29-03-2007 00:30:00.000     -16
29-03-2007 01:30:00.000     -17
29-03-2007 02:30:00.000     -18
29-03-2007 03:30:00.000     -18
29-03-2007 04:30:00.000     -15
29-03-2007 05:30:00.000     -13
29-03-2007 06:30:00.000     -13
29-03-2007 07:30:00.000     -13
29-03-2007 08:30:00.000     -14
29-03-2007 09:30:00.000     -16
29-03-2007 10:30:00.000     -17
29-03-2007 11:30:00.000     -16
29-03-2007 12:30:00.000     -15
29-03-2007 13:30:00.000     -14
29-03-2007 14:30:00.000     -11
29-03-2007 15:30:00.000      -7
29-03-2007 16:30:00.000      -5
29-03-2007 17:30:00.000      -4
29-03-2007 18:30:00.000      -3
29-03-2007 19:30:00.000      -1
29-03-2007 20:30:00.000      -1
29-03-2007 21:30:00.000       0
29-03-2007 22:30:00.000      -2
29-03-2007 23:30:00.000      -2
30-03-2007 00:30:00.000      -4
30-03-2007 01:30:00.000      -2
30-03-2007 02:30:00.000       1
30-03-2007 03:30:00.000       2
30-03-2007 04:30:00.000      -1
30-03-2007 05:30:00.000      -2
30-03-2007 06:30:00.000      -3
30-03-2007 07:30:00.000      -4
30-03-2007 08:30:00.000      -6
30-03-2007 09:30:00.000     -11
30-03-2007 10:30:00.000     -19
30-03-2007 11:30:00.000     -23
30-03-2007 12:30:00.000     -21
30-03-2007 13:30:00.000     -14
30-03-2007 14:30:00.000     -12
30-03-2007 15:30:00.000     -10
30-03-2007 16:30:00.000     -11
30-03-2007 17:30:00.000      -9
30-03-2007 18:30:00.000      -7
30-03-2007 19:30:00.000      -5
30-03-2007 20:30:00.000      -2
30-03-2007 21:30:00.000      -2
30-03-2007 22:30:00.000      -3
30-03-2007 23:30:00.000      -1
31-03-2007 00:30:00.000       0
31-03-2007 01:30:00.000       1
31-03-2007 02:30:00.000       1
31-03-2007 03:30:00.000       0
31-03-2007 04:30:00.000      -1
31-03-2007 05:30:00.000      -2
31-03-2007 06:30:00.000      -3
31-03-2007 07:30:00.000      -3
31-03-2007 08:30:00.000      -4
31-03-2007 09:30:00.000      -3
31-03-2007 10:30:00.000      -2
31-03-2007 11:30:00.000      -2
31-03-2007 12:30:00.000       2
31-03-2007 13:30:00.000       1
31-03-2007 14:30:00.000      -1
31-03-2007 15:30:00.000      -1
31-03-2007 16:30:00.000      -3
31-03-2007 17:30:00.000      -2
31-03-2007 18:30:00.000      -1
31-03-2007 19:30:00.000       3
31-03-2007 20:30:00.000       5
31-03-2007 21:30:00.000       5
31-03-2007 22:30:00.000      12
31-03-2007 23:30:00.000      19
01-04-2007 00:30:00.000      19
